ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	A	INSTRUCTOR	5.8506	7.4332	mm okay
0	B	MANIPULATOR	8.6946	9.4365	all right
0	A	INSTRUCTOR	8.979	14.8654	BREATH press okay to continue to next turn so I click okay
0	A	INSTRUCTOR	17.1861	18.8738	yep all right
1	A	INSTRUCTOR	20.4094	24.0514	so you're selecting them oh yeah right so I have to tell you what the piece looks like right
1	B	MANIPULATOR	24.1066	24.5129	yeah
1	A	INSTRUCTOR	25.638	28.1433	all right it it looks like a pink bat
1	B	MANIPULATOR	28.9551	30.1875	pink bat got it
1	A	INSTRUCTOR	30.9188	31.4001	yeah
1	B	MANIPULATOR	32.8555	35.8349	um how do I move oh right okay
1	A	INSTRUCTOR	37.8393	40.7531	how you stopped and you picked the wrong piece
1	B	MANIPULATOR	40.873	42.5894	all right LAUGHTER
1	A	INSTRUCTOR	41.3063	46.8492	okay BREATH it's uh it's like a pink bat it's right next to the large um
1	B	MANIPULATOR	43.1211	43.675	BREATH
1	B	MANIPULATOR	45.1932	46.3473	BREATH
1	A	INSTRUCTOR	47.9289	51.9432	blue or azure uh rupee to the top right of it
1	B	MANIPULATOR	48.101	48.602	BREATH
1	B	MANIPULATOR	49.2426	50.4885	ah right right got it
1	B	MANIPULATOR	52.046	52.4929	this one
1	A	INSTRUCTOR	52.3076	53.3054	ah there we go
1	A	INSTRUCTOR	54.01	55.0899	yeah perfect
2	B	INSTRUCTOR	58.7633	60.1262	so I have to tell you which one
2	A	MANIPULATOR	60.5239	61.2959	yeah yeah
2	B	INSTRUCTOR	60.9031	72.2928	BREATH so it's it uh it's right next to the middle blue one the weird parallelogram thingy to its left the small purple upside down triangle diamond
2	A	MANIPULATOR	62.596	62.8829	NOISE
2	A	MANIPULATOR	65.1421	65.6387	mm
2	A	MANIPULATOR	71.5344	74.9081	BREATH yeah the upside down triangle with like a mountain on the top
2	B	INSTRUCTOR	72.7262	72.9565	yeah
2	B	INSTRUCTOR	73.6201	73.8774	yeah
2	B	INSTRUCTOR	73.9586	74.2295	that's
2	B	INSTRUCTOR	74.6764	74.9744	that one
2	B	INSTRUCTOR	75.8005	76.0307	yep
2	B	INSTRUCTOR	76.5454	77.5069	right cool
3	A	INSTRUCTOR	78.5497	82.0063	BREATH okay it's the bottom left piece like the really big one purple
3	B	MANIPULATOR	81.8384	82.423	yup
3	B	MANIPULATOR	82.924	83.6756	BREATH
3	A	INSTRUCTOR	84.4003	84.9291	okay
4	B	INSTRUCTOR	86.2964	96.703	ah it's the BREATH sort of uh castle looking kind of thing which is on the right uh bottom right but next to the face looking thing a huge
4	A	MANIPULATOR	95.9523	98.7424	BREATH or that sort of like Mordor thing
4	B	INSTRUCTOR	98.5122	99.5144	yeah yeah exactly
4	A	MANIPULATOR	100.5301	100.9628	all right
4	B	INSTRUCTOR	100.8784	102.2145	cool BREATH
5	A	INSTRUCTOR	103.7127	104.3866	um
5	A	INSTRUCTOR	105.1889	110.7333	BREATH it's it's the purple uh arrow we were talking about before with the mountain on top
5	B	MANIPULATOR	105.3878	106.4735	BREATH
5	B	MANIPULATOR	111.9198	113.9057	purple arrow with the mountain on top this one
5	A	INSTRUCTOR	114.8451	122.5915	oh no no um it's on the right it's next to that really big purple thing I told you to move last time
5	B	MANIPULATOR	116.1724	116.7683	all right
5	B	MANIPULATOR	122.9439	123.4992	uh-huh
5	A	INSTRUCTOR	124.0544	128.6876	so it's a purple arrow that points down it has a much smaller arrow on top of it
5	B	MANIPULATOR	127.1836	128.1857	BREATH
5	B	MANIPULATOR	129.0789	130.0229	BREATH all right
5	B	MANIPULATOR	130.4404	131.1085	this one
5	A	INSTRUCTOR	131.4896	132.529	yes
5	A	INSTRUCTOR	133.5887	133.7817	BREATH
6	B	INSTRUCTOR	134.7805	138.0715	CLICK ah this is the one that I clicked like by mistake
6	B	INSTRUCTOR	139.8863	146.4741	the huge purple thingy with a square and a uh triangle on top like kind of yeah
6	A	MANIPULATOR	139.9269	141.0469	oh ah
6	A	MANIPULATOR	145.2764	145.8069	right
6	B	INSTRUCTOR	147.3079	147.6329	cool
7	A	INSTRUCTOR	150.6394	155.7452	okay so the piece that you picked last time same but bigger and blue
7	B	MANIPULATOR	157.5329	158.2488	wait
7	A	INSTRUCTOR	157.9256	160.4582	and it's at the bottom left next to Mordor
7	B	MANIPULATOR	160.5394	161.5056	CLICK ah right
7	A	INSTRUCTOR	163.1532	163.5107	SNIFF
7	A	INSTRUCTOR	164.196	164.9304	BREATH
8	B	INSTRUCTOR	164.8732	169.8977	ah this one is on center top most the weird X kind uh thing
8	B	INSTRUCTOR	170.8999	171.9291	blueish BREATH NOISE
8	A	MANIPULATOR	171.0082	174.3668	uh CLICK yeah the it's blue
