ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	0.0	0.7699	START_SIGNAL
0	A	INSTRUCTOR	0.187	0.9514	START_SIGNAL
0	A	INSTRUCTOR	2.1488	2.1661	CLICK
0	A	INSTRUCTOR	2.9297	3.6297	okay
0	A	INSTRUCTOR	4.5804	4.8255	NOISE
0	A	INSTRUCTOR	5.7502	6.7108	um
1	A	INSTRUCTOR	9.0724	14.7361	so this is a um pink color on top right of the screen
1	B	MANIPULATOR	15.0363	17.638	pink color on top uh so so
1	A	INSTRUCTOR	16.9776	22.6012	it's it's like like a like a square like eh rectangular and triangular together joined
1	B	MANIPULATOR	22.6613	27.7246	eh rectangle and triangle together it's there is two such col- two such shapes
1	A	INSTRUCTOR	27.4844	30.0061	yes and then they are kind of
1	B	MANIPULATOR	28.365	28.9854	uh
1	A	INSTRUCTOR	30.5064	34.429	ah the the bottom of triangle is parallel to the rectangle
1	B	MANIPULATOR	36.0901	38.992	uh does does does is the one that looks like camera
1	A	INSTRUCTOR	36.1901	37.7912	so trian- bot- bottom of
1	A	INSTRUCTOR	39.2321	39.7124	yeah
1	B	MANIPULATOR	39.6724	40.2728	okay
1	A	INSTRUCTOR	42.4942	44.4355	do we have the same location of them no
1	B	MANIPULATOR	44.4355	45.7564	I don't think so
1	A	INSTRUCTOR	45.5562	46.0165	okay
1	A	INSTRUCTOR	46.1967	47.6576	now it's your turn let's see
1	B	MANIPULATOR	47.2173	48.0179	okay
2	B	INSTRUCTOR	49.2387	51.8404	oh it looks like fir- fire
2	B	INSTRUCTOR	52.0405	54.0418	I think it's reddish
2	A	MANIPULATOR	53.1412	55.1225	red red okay
2	B	INSTRUCTOR	54.7623	59.7255	eh so it has one two three four five eh sh- CLICK eh
2	A	MANIPULATOR	59.2652	59.7655	peaks
2	B	INSTRUCTOR	59.8456	61.2265	pointy pointy shapes
2	B	INSTRUCTOR	61.6067	63.3279	upwards looking pointy shapes
2	A	MANIPULATOR	63.1077	63.8282	five
2	B	INSTRUCTOR	64.0684	64.7888	yes
2	A	MANIPULATOR	64.7488	65.5093	I see four
2	B	INSTRUCTOR	65.5293	67.2304	so so basically it's uh
2	A	MANIPULATOR	67.1103	68.5113	oh it's it's like a purple
2	B	INSTRUCTOR	68.7714	70.5326	GROAN it seems purp-
2	A	MANIPULATOR	70.1523	72.674	if if not red it's the same color as my object
2	B	INSTRUCTOR	72.3738	74.7954	okay yeah probably purple I I'm I'm
2	A	MANIPULATOR	73.3344	73.7747	right
2	B	INSTRUCTOR	74.8954	75.9361	a bit of color blind
2	A	MANIPULATOR	76.0562	79.4784	okay LAUGHTER okay and it's kind of quite small right
2	B	INSTRUCTOR	76.2363	77.6372	LAUGHTER
2	B	INSTRUCTOR	79.5785	82.6605	ye- uh yeah but I don't know I don't know if shapes is the same
2	A	MANIPULATOR	80.5992	81.2196	it's a-
2	B	INSTRUCTOR	82.7806	83.0396	so
2	A	MANIPULATOR	82.8206	86.1428	it's the sa- it's the same size of as letter V
2	A	MANIPULATOR	86.2228	86.8833	right rou-
2	B	INSTRUCTOR	86.3029	88.1441	yeah yea- yea- okay okay all right
2	A	MANIPULATOR	87.7988	89.155	yeah I think I got it
