ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	A	INSTRUCTOR	0.038	1.3309	come out of there again
0	A	INSTRUCTOR	2.0914	2.8518	LAUGHTER
0	B	MANIPULATOR	3.1659	5.3713	yeah I'm connecting to game thirteen
0	A	INSTRUCTOR	3.9165	4.9432	LAUGHTER okay
0	A	INSTRUCTOR	5.9318	8.4415	press okay to continue to next turn
1	A	INSTRUCTOR	10.7229	13.0044	waiting for other player to select the piece to move
1	B	MANIPULATOR	11.1511	11.5694	uh
1	B	MANIPULATOR	13.6987	14.8775	uh select piece to move
1	B	MANIPULATOR	14.9535	16.8928	uh we have to select the piece ourselves
1	A	INSTRUCTOR	15.5521	16.1985	ah okay
1	A	INSTRUCTOR	17.1491	21.2558	okay I think now it's your I think I'm the instructor and you're the one uh
1	A	INSTRUCTOR	21.674	22.8605	press to select the piece
1	A	INSTRUCTOR	22.8688	34.5735	so uh I'm telling you you go uh to the to the middle to the right side and then there's this violent uh violet uh thing which looks like a s- uh an arrow
1	B	MANIPULATOR	24.0795	24.6498	ah okay
1	B	MANIPULATOR	32.2413	32.524	yeah
1	B	MANIPULATOR	33.5053	33.6966	you
1	B	MANIPULATOR	34.1581	35.6134	one square and one triangle yeah
1	A	INSTRUCTOR	35.3261	36.2034	yeah yeah that one
1	B	MANIPULATOR	36.9065	38.1165	okay I can select this one yeah
1	A	INSTRUCTOR	38.2824	38.5568	okay
1	B	MANIPULATOR	38.9523	41.3472	eh waiting for p- other player to confirm selection
1	A	INSTRUCTOR	39.0516	39.6171	yeah
1	B	MANIPULATOR	42.2121	44.1081	press okay ah to the next turn
1	A	INSTRUCTOR	43.2928	44.3572	now you have to tell me
2	B	INSTRUCTOR	44.5905	49.9958	eh now my turn okay so this is in the in the center you see there is a blue one it's like a screen
2	B	INSTRUCTOR	50.3451	56.7151	you go a little on the uh a little to the top and little on the left there's this red little house
2	A	MANIPULATOR	56.5816	57.0806	yes
2	B	INSTRUCTOR	56.9313	57.5134	it's that one
2	B	INSTRUCTOR	58.2951	58.7608	that one
2	B	INSTRUCTOR	59.1932	59.925	yeah there you go
2	A	MANIPULATOR	59.8581	60.3238	ah okay
2	B	INSTRUCTOR	61.7213	62.4032	a long way
3	A	INSTRUCTOR	63.3841	72.3819	er um okay n- when you're um down there's this little green thing which looks like a hill uh a mountain with three tops
3	B	MANIPULATOR	72.2825	73.1474	yes yes
3	A	INSTRUCTOR	73.3964	75.9245	down right side check that take that one
3	B	MANIPULATOR	76.6733	77.2887	the blue yeah
3	A	INSTRUCTOR	77.3715	78.5191	the no no green
3	B	MANIPULATOR	79.0517	80.2658	ah the green one yeah yeah
4	A	MANIPULATOR	84.7061	85.7872	okay now you have to tell me
4	B	INSTRUCTOR	85.9705	92.6898	okay this is just in the in the bottom left corner you have this blue like it seems like a bird or something uh okay it's light blue
4	A	MANIPULATOR	91.6582	93.7039	yeah like a like a toilet
4	B	INSTRUCTOR	92.9559	93.405	that one
4	B	INSTRUCTOR	94.353	95.5671	yeah yeah like a toilet yeah
4	B	INSTRUCTOR	95.8998	96.6149	yeah I like this uh
4	A	MANIPULATOR	96.4482	96.9638	okay
4	A	MANIPULATOR	99.575	100.839	okay we're good we're good
5	A	INSTRUCTOR	101.2216	110.552	okay now it's it's that arrow again it's on the upper left side like the triangle and the um um the square in violet
5	B	MANIPULATOR	101.5546	101.9538	yeah
5	B	MANIPULATOR	106.5774	106.8934	how
5	A	INSTRUCTOR	111.4668	111.9657	which we've had
5	B	MANIPULATOR	111.621	112.1782	it's violet
