ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	A	INSTRUCTOR	1.782	2.4521	but it's not
0	A	INSTRUCTOR	2.459	2.5907	oh
0	A	INSTRUCTOR	2.6776	2.8812	now it
0	B	MANIPULATOR	2.7075	3.2514	all right
0	A	INSTRUCTOR	3.1261	3.7967	think it's going yeah
0	B	MANIPULATOR	4.6197	6.0578	okay so I think it's your turn right
0	A	INSTRUCTOR	6.3974	7.7707	press okay to continue to the next turn
1	A	INSTRUCTOR	9.1966	10.0432	uh so top left
1	A	INSTRUCTOR	11.0612	11.3799	yellow
1	A	INSTRUCTOR	12.6966	13.1139	it's the first
1	B	MANIPULATOR	13.621	13.8818	yep
2	A	MANIPULATOR	17.4371	17.769	now
2	B	INSTRUCTOR	17.6031	19.7363	um blue thing in the bottom row
2	A	MANIPULATOR	20.4237	23.6314	the bottom row it's uh the second right
2	B	INSTRUCTOR	24.0106	24.619	yeah second
2	A	MANIPULATOR	25.2116	25.4407	'kay
3	A	INSTRUCTOR	28.4983	30.4498	uh blue thing on the right
3	A	INSTRUCTOR	30.8291	36.6599	uh the second the lighter lighter blue on the top right not the really the top one the one below
3	B	MANIPULATOR	36.3754	37.2208	not the triangle
3	A	INSTRUCTOR	37.6554	37.8924	yeah
3	A	INSTRUCTOR	38.1926	38.7141	the
3	B	MANIPULATOR	38.722	39.4331	th- the square
3	A	INSTRUCTOR	39.5279	39.6543	yeah
3	A	INSTRUCTOR	42.1351	42.6092	oh fuck
3	A	INSTRUCTOR	46.3305	48.8725	waiting for the other player to select a piece to move it
3	A	INSTRUCTOR	48.8825	53.0304	it's the the not the top right the uh one below it
3	B	MANIPULATOR	49.08	50.2651	yeah I don't see a piece
3	B	MANIPULATOR	53.9469	54.3577	green
3	A	INSTRUCTOR	54.8555	55.4797	no it's blue
3	A	INSTRUCTOR	57.4786	58.4346	it's like light blue
3	B	MANIPULATOR	60.1569	63.1514	um the sq- the square
3	A	INSTRUCTOR	63.9968	67.8287	uh it's kind of a square with a face it's like a face turning to the right
3	A	INSTRUCTOR	68.3501	70.3806	it's on the really to the right side
