ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	1.7694	3.3948	connecting to game number six
0	B	MANIPULATOR	5.5258	6.9705	Java game awesome
0	A	INSTRUCTOR	6.8626	7.4405	BREATH
1	B	MANIPULATOR	7.9457	9.1377	submit next turn
1	B	MANIPULATOR	9.7156	12.0633	right I'm selecting the piece tell me which one
1	A	INSTRUCTOR	9.8243	11.5219	NOISE NOISE
1	A	INSTRUCTOR	12.9305	16.7952	mm so I hav- I have to describe it for you right
1	B	MANIPULATOR	16.6504	17.8784	yeah yeah yeah
1	A	INSTRUCTOR	18.2038	21.1656	yeah it's something looks like eh
1	A	INSTRUCTOR	22.0686	23.2244	ah purple
1	B	MANIPULATOR	24.5242	25.1383	turtle
1	A	INSTRUCTOR	25.0303	26.2583	purple purple
1	B	MANIPULATOR	26.6191	28.1361	purple yeah yeah yeah
1	A	INSTRUCTOR	26.9446	30.0147	yeah purple and it has like
1	A	INSTRUCTOR	30.5565	37.094	eh cuts from the top and uh I mean from the right side it looks like K letter
1	B	MANIPULATOR	39.369	41.0666	K yeah right
1	A	INSTRUCTOR	40.0196	41.5727	yeah yeah yeah mm-hmm
1	B	MANIPULATOR	41.5723	42.078	yeah
1	B	MANIPULATOR	42.8726	48.3265	okay I think I know which one is it the above uh the blue thing and below a yellow greenish one
1	A	INSTRUCTOR	47.9657	49.266	yeah yeah yeah yeah
1	B	MANIPULATOR	51.0715	51.6494	I clicked it
1	A	INSTRUCTOR	51.9388	52.6973	okay
1	B	MANIPULATOR	53.5637	54.6112	okay we did it
1	A	INSTRUCTOR	54.9005	57.5372	LAUGHTER so I okay
2	B	INSTRUCTOR	56.7783	57.3562	all right
2	B	INSTRUCTOR	57.7535	63.1352	now you're selecting eh the big green block that's uh
2	A	MANIPULATOR	59.1264	60.2822	yeah which one
2	A	MANIPULATOR	61.9798	63.7496	it looks like a diamond right
2	B	INSTRUCTOR	64.291	67.65	yeah yeah very big it it's just above a small blue one
2	B	INSTRUCTOR	67.7584	72.2732	right LAUGHTER you did it right very quick your turn LAUGHTER
2	A	MANIPULATOR	68.3006	70.251	LAUGHTER
2	A	MANIPULATOR	70.7566	71.2262	yeah
3	A	INSTRUCTOR	71.479	78.6305	it's your turn uh yeah BREATH it's something look like a crown that they put it on the head yellowish yeah
3	B	MANIPULATOR	73.1762	73.6457	okay
3	B	MANIPULATOR	77.7633	78.3412	yellow
3	A	INSTRUCTOR	79.5335	80.1475	mm-hmm
3	A	INSTRUCTOR	81.1227	83.3621	LAUGHTER yes it's uh
3	B	MANIPULATOR	81.1946	84.0479	yes LAUGHTER now they moved all right
4	A	MANIPULATOR	83.9039	84.8068	it's my turn
4	B	INSTRUCTOR	84.373	84.9148	uh
4	B	INSTRUCTOR	85.7816	93.0415	okay now uh eh there's um a it's a purple red and it looks like an um what do you call it
4	A	MANIPULATOR	91.9945	92.7529	dragon
4	B	INSTRUCTOR	93.2221	99.0733	no not a not a dragon it's on the top and it's looks like a uh grown up what do you call it grown up chicken a hen
4	A	MANIPULATOR	95.2813	95.498	CLICK
4	A	MANIPULATOR	99.4349	99.9767	this one
4	B	INSTRUCTOR	99.6874	101.6378	maybe a bird yes LAUGHTER
4	A	MANIPULATOR	100.8797	102.3605	LAUGHTER
4	B	INSTRUCTOR	102.324	103.3354	LAUGHTER nice
5	A	INSTRUCTOR	103.1913	103.8775	okay
5	B	MANIPULATOR	103.7327	104.6717	BREATH okay it moved
5	A	INSTRUCTOR	104.925	105.4306	oh
5	A	INSTRUCTOR	105.5751	109.3315	it's the same one that uh uh you told me the green one
5	B	MANIPULATOR	110.2702	110.7036	okay
5	A	INSTRUCTOR	110.3428	114.7132	yeah diamond shape LAUGHTER I love this game
6	B	INSTRUCTOR	111.6066	115.5796	LAUGHTER right now it's the crown again
6	A	MANIPULATOR	115.6884	116.0495	eh
6	A	MANIPULATOR	116.5865	118.2951	so it's crown okay
6	B	INSTRUCTOR	119.2637	119.7333	yeah
6	B	INSTRUCTOR	119.9139	120.1667	right
6	A	MANIPULATOR	120.1208	120.6357	okay
7	A	INSTRUCTOR	121.9699	127.2363	it's something lo- uh blueish on the left side eh looks like a bird
7	B	MANIPULATOR	124.9845	125.3824	mm
7	B	MANIPULATOR	128.2848	128.987	eh on the top
7	A	INSTRUCTOR	128.4066	132.8304	and there is a small eh a s- small mountain g- blue bo- mountain yeah
7	B	MANIPULATOR	133.2235	133.8087	I clicked it
7	A	INSTRUCTOR	133.7432	134.5859	yeah okay
7	B	MANIPULATOR	134.3704	135.5641	nice good uh
8	A	MANIPULATOR	135.5689	136.1775	and
8	B	INSTRUCTOR	135.7046	140.5028	BREATH okay now you're checking it's looks like it's purple at the top and looks like a claw
8	A	MANIPULATOR	141.4205	142.2163	this one
8	B	INSTRUCTOR	141.8136	142.6328	very spiky
8	B	INSTRUCTOR	142.9137	145.3011	yeah right LAUGHTER
8	A	MANIPULATOR	143.41	145.4698	yes LAUGHTER
9	B	MANIPULATOR	146.1437	146.9864	BREATH
9	A	INSTRUCTOR	146.1954	147.904	a uh crown the same
9	B	MANIPULATOR	148.5078	149.1163	the yellow one
9	A	INSTRUCTOR	148.8169	149.8935	mm yeah the yellow one
9	B	MANIPULATOR	150.1462	150.5675	okay
9	A	INSTRUCTOR	150.5489	151.1575	okay
10	A	MANIPULATOR	153.5917	154.3875	whose hmm
10	B	INSTRUCTOR	153.6103	159.4853	now it's the it's the small blue the blue bird again it's moved down it's on the left side
10	A	MANIPULATOR	157.524	157.6644	NOISE
10	A	MANIPULATOR	158.39	158.9986	okay
10	A	MANIPULATOR	159.4901	159.9582	uh-huh
10	B	INSTRUCTOR	159.93	161.2642	LAUGHTER
10	A	MANIPULATOR	160.2157	161.0115	I selected LAUGHTER
10	A	MANIPULATOR	161.1285	162.1584	LAUGHTER BREATH
10	B	INSTRUCTOR	162.294	163.043	LAUGHTER okay
11	A	INSTRUCTOR	162.9308	165.1076	yeah it's something eh
11	A	INSTRUCTOR	165.5523	168.5249	eh on the right of the blue bird
11	A	INSTRUCTOR	168.9696	172.9487	and the blue mountain small mountain it's a purple
11	A	INSTRUCTOR	173.7913	176.3426	looks like a yeah two triangles
11	B	MANIPULATOR	174.1142	175.1909	two triangles
11	A	INSTRUCTOR	177.9342	178.3321	yeah
12	B	INSTRUCTOR	180.4807	181.7446	okay now it's the
