ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	0.0	0.7696	START_SIGNAL
0	B	MANIPULATOR	4.048	4.1219	NOISE
1	A	INSTRUCTOR	9.6948	10.0664	BREATH
1	A	INSTRUCTOR	10.0784	15.4582	okay the object is first of all light blue in color uh blue which is very close to green
1	A	INSTRUCTOR	15.6894	16.2445	BREATH
1	A	INSTRUCTOR	16.2707	20.8477	eh on the base it's it's a little bit bigger medium in size
1	A	INSTRUCTOR	21.1383	24.2238	on the right side there is a very small triangle type of thing
1	B	MANIPULATOR	24.7027	26.4849	right side uh
1	A	INSTRUCTOR	26.3753	34.9383	on the right side of it the small triangle type of thing on the base again you have not a complete triangle but something on the left end side of the base something like an opening
1	A	INSTRUCTOR	35.4649	39.3556	BREATH so it's like a combination of one square kind of a square
1	B	MANIPULATOR	39.1388	39.3818	NOISE
1	B	MANIPULATOR	39.5033	39.6177	NOISE
1	A	INSTRUCTOR	40.2729	42.5697	and l- greenish blue in color
1	A	INSTRUCTOR	43.4084	51.1185	on the right side very small triangle type of thing and one the base on the left corner there is something like a a little bit bigger triangle
1	B	MANIPULATOR	52.2836	54.7472	uh can I know the size size size
1	A	INSTRUCTOR	53.6535	60.6393	if you if you know if you if you really look closely it looks like a man it's like a face with uh with a cap
1	B	MANIPULATOR	59.0787	60.2628	okay this one
1	A	INSTRUCTOR	61.2683	61.4804	yeah
1	A	INSTRUCTOR	62.3571	62.7979	correct
1	A	INSTRUCTOR	64.7659	65.3735	okay
2	B	INSTRUCTOR	68.4566	69.5073	BREATH
2	A	MANIPULATOR	74.8038	75.6186	I select it yeah
2	B	INSTRUCTOR	77.6367	78.0632	BREATH
2	B	INSTRUCTOR	78.7184	82.5758	press okay you selected the wrong one press okay and describe the object you see
2	A	MANIPULATOR	78.7375	79.0257	NOISE
2	A	MANIPULATOR	79.264	79.6547	so you need
2	B	INSTRUCTOR	82.5853	83.1452	okay BREATH
2	B	INSTRUCTOR	83.2191	85.037	ah yeah it's uh pink in color
2	B	INSTRUCTOR	86.0639	90.4384	BREATH and uh uh uh lower side it's uh
2	B	INSTRUCTOR	91.1531	92.1967	uh letter is M
2	A	MANIPULATOR	93.1736	95.1297	lower side inverse M
2	A	MANIPULATOR	95.5514	95.9493	this one
2	B	INSTRUCTOR	96.1184	96.2757	yeah
2	A	MANIPULATOR	97.1406	97.4122	okay
2	B	INSTRUCTOR	98.0388	98.594	BREATH
3	A	INSTRUCTOR	106.5399	112.5821	so it's like a I'll say six sided figure at the base
3	B	MANIPULATOR	113.4327	114.4858	six sided
3	A	INSTRUCTOR	115.0195	116.0917	at the base is like a
3	A	INSTRUCTOR	116.7421	123.6254	it's purple in color and then you have a trape- like a trapezoid
3	A	INSTRUCTOR	123.635	125.3219	it's like a rectangle
3	B	MANIPULATOR	124.457	124.8406	all right
3	B	MANIPULATOR	125.6411	125.7626	CLICK
3	B	MANIPULATOR	126.456	126.4893	CLICK
4	B	INSTRUCTOR	131.1306	132.4934	oh my turn BREATH
4	B	INSTRUCTOR	135.1524	136.6844	BREATH
4	B	INSTRUCTOR	137.2991	137.6708	uh
4	B	INSTRUCTOR	149.7458	152.9361	it's a green uh green and sky blue mix color
4	A	MANIPULATOR	153.0433	153.0743	CLICK
4	A	MANIPULATOR	153.3911	155.0065	green and sky blue mix color
4	B	INSTRUCTOR	154.9065	155.1447	yeah
4	B	INSTRUCTOR	155.1733	159.5073	BREATH and uh it's not exactly triangle not exactly square
4	A	MANIPULATOR	155.2043	155.4854	okay
4	A	MANIPULATOR	158.4756	158.6233	mm
4	B	INSTRUCTOR	159.6431	160.2935	it's like uh
4	B	INSTRUCTOR	160.4079	164.0509	it's the center and uh four uh BREATH
4	B	INSTRUCTOR	164.749	166.4334	yes BREATH CLICK
4	B	INSTRUCTOR	167.5985	167.801	NOISE
4	B	INSTRUCTOR	168.1227	168.1608	NOISE
5	A	INSTRUCTOR	170.0645	170.3171	okay
5	A	INSTRUCTOR	170.4576	174.5414	so it's purple in color and it's like a trapezoid
5	A	INSTRUCTOR	174.57	175.6898	it's smaller in size
5	A	INSTRUCTOR	176.669	183.0282	a triangle and then on the base you have it's total of three plus three six sided figure
5	B	MANIPULATOR	184.6841	186.085	it's not an eraser right
5	A	INSTRUCTOR	186.7522	190.0878	uh it's not an eraser it's like a six sided figure
5	A	INSTRUCTOR	190.2022	190.9122	you have a
5	A	INSTRUCTOR	190.9836	192.3465	on the base you have a rectangle
5	A	INSTRUCTOR	192.8564	192.9946	yeah
5	A	INSTRUCTOR	193.3853	193.5283	right
6	B	INSTRUCTOR	197.6978	198.1767	NOISE
6	B	INSTRUCTOR	200.3234	202.0484	it's uh coming the same
6	B	INSTRUCTOR	202.5368	203.4946	yeah you describe
6	B	INSTRUCTOR	203.9759	205.5008	okay uh this uh
6	B	INSTRUCTOR	205.577	209.768	it's a greenish uh light and sky blue mix color
6	A	MANIPULATOR	210.59	212.1291	greenish and sky blue mix okay
6	B	INSTRUCTOR	210.7353	211.1785	uh
6	B	INSTRUCTOR	211.7622	212.5437	yeah yeah the
6	B	INSTRUCTOR	212.5699	215.4171	it's the same which one I ha- I've j- I already described
6	A	MANIPULATOR	215.9723	216.3225	okay
6	A	MANIPULATOR	218.0951	219.1816	something else about it
6	B	INSTRUCTOR	219.5652	220.2419	uh
6	B	INSTRUCTOR	222.653	223.3488	it's not X
6	B	INSTRUCTOR	223.4298	223.6013	yeah
7	A	INSTRUCTOR	229.0384	230.3297	okay it's yellow in color
7	A	INSTRUCTOR	230.8134	231.4329	uh
7	A	INSTRUCTOR	231.7259	236.0646	it's a two four seven sided figure
7	B	MANIPULATOR	234.7899	234.9853	CLICK
7	B	MANIPULATOR	237.7015	238.5759	five six seven
7	A	INSTRUCTOR	238.7308	239.5956	and yellow in color
7	B	MANIPULATOR	240.0436	240.7679	five six seven
7	B	MANIPULATOR	240.8918	241.3945	yes
7	A	INSTRUCTOR	241.9663	242.0807	yeah
7	B	MANIPULATOR	245.7546	245.7975	CLICK
8	B	INSTRUCTOR	246.193	246.2311	CLICK
8	B	INSTRUCTOR	247.0889	247.5392	mm
8	B	INSTRUCTOR	247.9466	249.4715	the shape is more like bird
8	B	INSTRUCTOR	249.6263	252.6975	uh it's uh parrot green
8	A	MANIPULATOR	253.2074	254.2176	it's parrot green
8	B	INSTRUCTOR	254.3248	254.5273	yeah
8	A	MANIPULATOR	254.8847	255.1897	okay
8	B	INSTRUCTOR	257.7843	257.963	CLICK
9	A	INSTRUCTOR	261.2129	268.2225	okay it's again yellow in color and then it's agai- two four five six seven sided figure
9	B	MANIPULATOR	268.5751	270.1404	one two three five six seven
9	B	MANIPULATOR	270.3001	270.5502	yeah
9	A	INSTRUCTOR	271.3841	271.4914	yep
9	B	MANIPULATOR	271.7558	271.9917	ah CLICK
9	A	INSTRUCTOR	272.2204	272.5826	so it
9	A	INSTRUCTOR	273.1115	273.9836	good correct
9	B	MANIPULATOR	275.8015	276.6354	CLICK BREATH
10	B	INSTRUCTOR	277.9101	278.6225	uh BREATH
10	B	INSTRUCTOR	279.118	279.5064	BREATH
10	B	INSTRUCTOR	281.9628	282.5251	BREATH i-
10	B	INSTRUCTOR	283.4806	283.645	BREATH
10	B	INSTRUCTOR	283.9356	287.4976	color is parrot green and uh the shape is also bird
10	B	INSTRUCTOR	287.6811	288.8056	bird shape
10	A	MANIPULATOR	289.0487	290.0851	it's again a bird shape
10	B	INSTRUCTOR	289.9993	290.4282	yeah
10	A	MANIPULATOR	290.4234	290.757	okay
11	A	INSTRUCTOR	296.3322	296.4085	CLICK
11	A	INSTRUCTOR	296.7016	296.9684	okay
11	A	INSTRUCTOR	297.0828	299.5178	this looks like a cap of Batman
11	B	MANIPULATOR	299.9943	300.1515	CLICK
11	B	MANIPULATOR	300.5661	301.6025	cap of
11	B	MANIPULATOR	301.6597	302.0981	color
11	A	INSTRUCTOR	302.272	307.8378	it's purple in color and eh its number of sides is I can tell
11	B	MANIPULATOR	305.012	305.2169	SNIFF
11	B	MANIPULATOR	305.5433	305.9222	hmm-hmm
11	B	MANIPULATOR	306.1866	306.5726	NOISE
11	B	MANIPULATOR	308.605	308.8671	BREATH
11	A	INSTRUCTOR	308.7074	311.9954	CLICK BREATH it's m- you can make it like a so many triangles in shape
11	B	MANIPULATOR	312.7674	313.4083	triangle
11	A	INSTRUCTOR	313.3058	314.1493	two three
11	B	MANIPULATOR	315.1047	315.636	triangle
11	A	INSTRUCTOR	315.1881	317.249	no it's it's like a zigzag on the top
11	B	MANIPULATOR	317.2776	317.685	all right
11	A	INSTRUCTOR	317.7779	318.6357	and purple in color
12	B	INSTRUCTOR	326.3195	326.9271	uh mm
12	B	INSTRUCTOR	327.3631	327.923	BREATH
12	B	INSTRUCTOR	327.9516	330.2246	uh the color is purple uh
12	A	MANIPULATOR	330.0673	330.3747	okay
12	B	INSTRUCTOR	331.1991	334.7873	eh it's more like a mm video game remote
12	A	MANIPULATOR	335.2447	336.0524	video game remote
12	B	INSTRUCTOR	336.1477	337.2723	it's uh small in size
12	A	MANIPULATOR	338.0204	338.902	it's purple color
12	B	INSTRUCTOR	339.5929	340.7818	a video game remote
12	B	INSTRUCTOR	341.0487	343.1835	structure is more like video game remote
12	A	MANIPULATOR	343.2526	343.5218	okay
12	B	INSTRUCTOR	344.3224	344.4725	yeah
12	A	MANIPULATOR	345.3183	346.0307	NOISE
13	A	INSTRUCTOR	350.0144	354.7081	uh it's a greenish blue and it looks like a man wearing a cap or something
13	A	INSTRUCTOR	355.9732	356.2067	stop
13	A	INSTRUCTOR	356.8262	357.1884	correct
14	B	INSTRUCTOR	360.8647	361.2983	BREATH
14	B	INSTRUCTOR	364.4195	364.977	mm
14	B	INSTRUCTOR	366.409	366.6163	'kay
14	B	INSTRUCTOR	366.652	367.2882	it's uh
14	B	INSTRUCTOR	368.9989	372.9706	color is pink and the lower side uh letter is M
14	A	MANIPULATOR	373.2899	373.6544	okay
14	B	INSTRUCTOR	374.1548	374.3168	yeah
14	A	MANIPULATOR	374.5694	375.5915	it's small in size
14	B	INSTRUCTOR	375.956	376.4111	yes
14	A	MANIPULATOR	376.5278	376.8209	okay
15	A	INSTRUCTOR	382.1817	384.4619	it's green in color it looks like a flying disc
15	A	INSTRUCTOR	384.5691	387.1947	light green color I will say and
15	B	MANIPULATOR	386.935	388.0072	flying disc
15	A	INSTRUCTOR	388.1049	389.968	there's a center and then so many shapes
15	B	MANIPULATOR	389.1865	389.7989	s- fly
15	A	INSTRUCTOR	391.2189	392.06	looks like a
15	A	INSTRUCTOR	392.0695	396.0484	it looks like a very zigzag disc light green in color not dark
15	B	MANIPULATOR	395.8745	397.3422	parrot green or
15	A	INSTRUCTOR	396.8227	399.1482	not parrot lighter than parrot I'll say
15	B	MANIPULATOR	397.6781	398.4929	NOISE
15	A	INSTRUCTOR	400.2608	404.5233	and uh it's like you have four shapes from the center
15	B	MANIPULATOR	405.4382	405.8742	NOISE
15	B	MANIPULATOR	405.9981	406.1339	mm
15	A	INSTRUCTOR	406.334	408.3164	four triangles going out from the center
15	B	MANIPULATOR	408.0257	408.7548	all right all right
15	B	MANIPULATOR	408.8739	409.0645	yeah
15	B	MANIPULATOR	410.992	412.1499	four tria-
15	B	MANIPULATOR	412.169	412.5478	I ca-
15	B	MANIPULATOR	412.6312	412.9338	yeah
15	A	INSTRUCTOR	412.9719	413.215	COUGH
15	A	INSTRUCTOR	418.197	419.069	select a piece
15	B	MANIPULATOR	419.8934	420.6463	select a p-
15	B	MANIPULATOR	421.1037	422.2164	select a piece to move
15	A	INSTRUCTOR	426.648	427.2865	okay again it's
15	A	INSTRUCTOR	427.2913	432.8547	I'll say it's a green in color and it's like a center and then you have four figures uh in and around like a tr-
15	A	INSTRUCTOR	433.2692	434.2151	like uh if you t-
15	A	INSTRUCTOR	434.6821	436.9122	it's lighter green in color not exactly parrot green
15	B	MANIPULATOR	436.6954	437.1648	all right
15	B	MANIPULATOR	437.1981	437.4697	okay
15	B	MANIPULATOR	437.9129	438.4847	uh
15	A	INSTRUCTOR	440.255	440.8054	it's l-
15	A	INSTRUCTOR	441.5606	441.9585	now
15	A	INSTRUCTOR	442.3803	442.9211	now it's around
15	B	MANIPULATOR	443.1427	443.3071	NOISE
