ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	0.0	0.7699	START_SIGNAL
0	B	MANIPULATOR	2.0899	2.5655	NOISE NOISE
0	B	MANIPULATOR	2.7754	2.8101	NOISE
0	B	MANIPULATOR	3.0704	4.9586	BREATH
0	A	INSTRUCTOR	7.7416	9.0232	okay
0	B	MANIPULATOR	8.8471	9.4514	BREATH
0	A	INSTRUCTOR	9.5206	9.9383	let's see
1	A	INSTRUCTOR	10.9021	17.7536	yeah it's like a it's blue it's like a pyramid but it has two triangles under it that are empty
1	B	MANIPULATOR	12.6159	12.8214	NOISE
1	B	MANIPULATOR	18.5549	19.6367	two triangles
1	A	INSTRUCTOR	19.6908	22.2427	under two wide triangles under and i- it's like
1	B	MANIPULATOR	21.6008	21.6918	NOISE
1	B	MANIPULATOR	21.9206	22.7019	what uh-huh
1	B	MANIPULATOR	23.4431	26.6084	uh so I need to NOISE to click on it NOISE
1	A	INSTRUCTOR	23.8479	24.3769	it's on the bot-
1	A	INSTRUCTOR	24.6697	24.69	NOISE
1	A	INSTRUCTOR	26.7687	27.6702	yes click on it
1	B	MANIPULATOR	27.6544	28.1586	BREATH
1	B	MANIPULATOR	28.2311	28.9123	is it it
1	A	INSTRUCTOR	28.8321	29.2729	yes
1	B	MANIPULATOR	29.3762	29.5282	BREATH
1	B	MANIPULATOR	29.833	30.6691	yeah BREATH
1	B	MANIPULATOR	31.5902	33.2395	press okay to continue to the next turn
2	B	INSTRUCTOR	34.1339	36.3647	uh am I next uh-huh okay
2	A	MANIPULATOR	36.0041	36.4248	yeah
2	B	INSTRUCTOR	36.4649	43.717	BREATH uh it's ah like red eh trapezium
2	A	MANIPULATOR	44.8189	47.1027	okay I think I get I ge- what you ne-
2	A	MANIPULATOR	51.7822	52.0832	right
3	A	INSTRUCTOR	52.9201	53.1187	CLICK
3	A	INSTRUCTOR	53.4733	56.8189	well it's eh just a uh light blue V
3	A	INSTRUCTOR	57.9809	58.8023	for victory
3	B	MANIPULATOR	59.6036	60.6053	blue what
3	A	INSTRUCTOR	60.6053	61.7071	victory V
3	B	MANIPULATOR	61.7472	64.0911	uh-huh uh
3	B	MANIPULATOR	64.8524	65.4734	it's eh
3	A	INSTRUCTOR	65.3933	66.0143	light blue
3	B	MANIPULATOR	65.7138	66.3749	light blue
3	A	INSTRUCTOR	66.2547	66.8157	yes
3	B	MANIPULATOR	66.8958	67.7172	V yeah
3	B	MANIPULATOR	68.0778	68.8391	Vendetta
3	B	MANIPULATOR	69.4601	70.001	cool
4	B	INSTRUCTOR	70.9695	71.0959	CLICK
4	B	INSTRUCTOR	71.4835	76.6922	uh it's like eh a crown eh violet
