ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	A	INSTRUCTOR	3.0365	4.015	alrighty
0	B	MANIPULATOR	3.5664	4.9878	and it's
0	B	MANIPULATOR	5.9028	6.7919	yeah I ARTIFACT
0	B	MANIPULATOR	7.3998	9.8163	yeah now we see colorful things BREATH
0	A	INSTRUCTOR	9.0381	9.3565	yeah
0	A	INSTRUCTOR	9.9578	10.683	um
0	A	INSTRUCTOR	11.264	13.2123	I'm not sure whose turn it is though
0	B	MANIPULATOR	13.8557	15.8477	I think it's your turn
0	B	MANIPULATOR	15.9361	19.0844	it says for me wait for the other player to submit next turn
0	A	INSTRUCTOR	19.2436	20.1633	all right okay
0	B	MANIPULATOR	20.4896	20.9592	yeah
0	A	INSTRUCTOR	21.0123	26.0708	uh so do you see a selected piece or something
0	B	MANIPULATOR	27.0654	33.9062	no not yet I think this is where we have to use the dialogue you have to somehow speak about it talk about it so that I can find it out
0	A	INSTRUCTOR	34.3307	37.1076	oh but how do I know which is the selected one
0	B	MANIPULATOR	38.256	39.0708	uh
0	B	MANIPULATOR	40.0315	40.3974	yeah
0	B	MANIPULATOR	40.698	42.5729	I don't know ask EXPERIMENTER LAUGHTER
0	A	INSTRUCTOR	41.1579	43.3334	uh uh he's not here anymore
0	B	MANIPULATOR	42.7851	43.1389	BREATH
0	A	INSTRUCTOR	43.4042	45.2613	BREATH um I'm not sure
0	B	MANIPULATOR	44.3561	44.9606	okay
0	A	INSTRUCTOR	45.3674	46.4994	all right BREATH uh
0	B	MANIPULATOR	46.3095	50.1253	so who's who's supposed to describe whom what because uh
0	A	INSTRUCTOR	48.6226	49.0817	uh uh
0	A	INSTRUCTOR	49.4968	51.0981	I don't really know but I'll press n-
0	B	MANIPULATOR	50.9474	54.6709	he has not he does not see any button selected or any
0	A	INSTRUCTOR	54.0883	54.8124	eh NOISE
0	B	MANIPULATOR	54.6885	55.679	he can choose any one
0	A	INSTRUCTOR	57.377	60.2246	okay I I'll I think I'll press next turn just uh
0	B	MANIPULATOR	60.0569	61.5865	yeah you should press next turn yeah
1	A	INSTRUCTOR	60.8083	63.0015	ah okay now I see a selected piece
1	B	MANIPULATOR	61.8518	62.3294	all right
