ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	A	INSTRUCTOR	0.0	0.3369	the if it's
0	B	MANIPULATOR	0.0	0.7702	START_SIGNAL
0	A	INSTRUCTOR	0.5774	1.3476	START_SIGNAL
0	A	INSTRUCTOR	2.2825	3.5937	can I ask a question now
0	A	INSTRUCTOR	3.9731	4.1036	uh
0	A	INSTRUCTOR	4.4011	4.6469	LAUGHTER
0	A	INSTRUCTOR	4.738	7.2542	just wonder if I can describe the position
0	A	INSTRUCTOR	8.0464	8.5776	oh okay
0	B	MANIPULATOR	9.4956	10.3179	do your best
0	A	INSTRUCTOR	10.8358	10.9936	BREATH
0	A	INSTRUCTOR	11.0908	11.4853	okay
1	A	INSTRUCTOR	12.6569	25.3542	um it's this object looks like eh eh a three above in three D like a green box eh like a box of matches for example um
1	B	MANIPULATOR	25.6235	26.1373	green
1	A	INSTRUCTOR	26.2852	29.6223	yeah it's green eh it's not so big it's pretty small
1	B	MANIPULATOR	28.7073	29.2415	found it
1	A	INSTRUCTOR	30.2188	31.5606	yay cool
1	B	MANIPULATOR	33.849	35.026	press okay
2	B	INSTRUCTOR	39.707	39.968	uh-huh
2	B	INSTRUCTOR	40.229	41.8198	now I have to describe to you
2	A	MANIPULATOR	41.8785	42.2309	mm-hmm
2	B	INSTRUCTOR	42.6937	52.3922	uh it's two triangles red COUGH intersected triangles diamond shape uh GROAN red
2	A	MANIPULATOR	50.3364	50.728	yeah
2	A	MANIPULATOR	52.5488	54.4675	ah okay um
2	B	INSTRUCTOR	53.8214	54.7612	pi- piece of cake
2	A	MANIPULATOR	58.0112	58.6377	I
2	A	MANIPULATOR	61.5425	64.3938	I selected did you get any feedback
2	B	INSTRUCTOR	64.3592	67.0369	waiting for other player no you haven't selected yet
2	A	MANIPULATOR	67.2548	67.4612	oh
2	A	MANIPULATOR	68.7785	69.2156	okay
2	B	INSTRUCTOR	69.2493	69.68	yep
2	A	MANIPULATOR	70.3568	70.5329	cool
2	B	INSTRUCTOR	71.3442	72.6364	so it's my turn
2	A	MANIPULATOR	71.5527	71.9048	'kay
