ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	0.0	0.707	START_SIGNAL
0	B	MANIPULATOR	6.3587	6.5053	CLICK
0	B	MANIPULATOR	6.5471	7.1449	what do you see
1	A	INSTRUCTOR	9.5474	13.9013	uh it's a green uh more or less a uh
1	A	INSTRUCTOR	14.713	14.8758	CLICK
1	A	INSTRUCTOR	15.2642	19.5786	it's it's a green color and then um it's a mountain
1	A	INSTRUCTOR	20.1368	22.5486	two small mountains and one a big has a peak
1	B	MANIPULATOR	22.8719	23.3371	okay
1	A	INSTRUCTOR	23.4161	23.958	do you see
1	B	MANIPULATOR	24.3837	25.1116	yeah I see
1	A	INSTRUCTOR	25.4093	25.6326	'kay
1	A	INSTRUCTOR	27.8631	28.0235	CLICK
1	A	INSTRUCTOR	28.2422	30.5191	okay it's a wrong piece you have selected
1	B	MANIPULATOR	30.9378	31.3448	okay
1	B	MANIPULATOR	31.475	33.8799	BREATH so it's like a mountain
1	A	INSTRUCTOR	31.5192	32.2751	um
1	A	INSTRUCTOR	32.8845	32.9752	CLICK
1	A	INSTRUCTOR	33.1147	33.5008	I'm good
1	A	INSTRUCTOR	35.4614	36.2731	it's a crown
1	A	INSTRUCTOR	36.3941	39.0385	it's it's a green color
1	B	MANIPULATOR	39.5572	39.8898	mm-hmm
1	A	INSTRUCTOR	39.7177	44.4507	and it has uh three peaks basically like uh three sharp peaks
1	B	MANIPULATOR	42.5993	42.7668	CLICK
1	B	MANIPULATOR	42.9435	43.1319	tr-
1	B	MANIPULATOR	44.5553	45.2042	okay
1	A	INSTRUCTOR	45.1019	47.1718	and everything I can define in two terms
1	A	INSTRUCTOR	47.1881	47.5812	one
1	B	MANIPULATOR	47.2509	49.586	CLICK it's it's a it's a parrot green right
1	A	INSTRUCTOR	49.6814	49.7139	CLICK
1	A	INSTRUCTOR	49.914	50.6977	yeah it's a parrot green
1	A	INSTRUCTOR	52.4328	53.7864	yeah now have correct it
1	A	INSTRUCTOR	53.919	55.2703	so you choose and describe now
2	B	INSTRUCTOR	58.3775	58.9683	NOISE CLICK
2	B	INSTRUCTOR	59.2218	59.8265	uh
2	B	INSTRUCTOR	60.08	61.3639	it's a blue object
2	A	MANIPULATOR	61.6732	61.9662	yeah
2	B	INSTRUCTOR	62.0895	66.9132	that looks like a mm person with a short nose
2	B	INSTRUCTOR	67.5412	68.3575	blue color
2	A	MANIPULATOR	70.0996	70.5624	okay
2	A	MANIPULATOR	70.9368	73.8208	it's a blue color person with a sharp nose
2	A	MANIPULATOR	73.8208	74.4628	it's a peak
2	B	INSTRUCTOR	75.3442	75.6373	uh
2	B	INSTRUCTOR	75.7326	79.1702	it's a square squared face with a triangle nose
2	A	MANIPULATOR	80.0028	81.8774	square face with a triangle nose
2	A	MANIPULATOR	83.2612	83.852	uh-huh
2	B	INSTRUCTOR	83.966	84.2962	s-
2	A	MANIPULATOR	84.0799	84.7102	it's a
2	A	MANIPULATOR	84.7102	86.5197	it's a Twitter green a Twitter blue
2	B	INSTRUCTOR	87.05	88.492	uh yes Twitter blue
2	A	MANIPULATOR	88.6222	88.9757	okay
2	A	MANIPULATOR	91.9574	92.8552	did I correct it
2	B	INSTRUCTOR	92.8342	92.8528	CLICK
2	B	INSTRUCTOR	93.0133	93.9855	yeah you're correct
2	A	MANIPULATOR	94.5949	95.081	nice
2	A	MANIPULATOR	95.7136	96.0252	-k you
3	A	INSTRUCTOR	97.8556	99.5883	uh it's a pink
3	A	INSTRUCTOR	100.3117	102.8747	uh it's little bit darker pink
