ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	4.376	4.8183	uh-huh
0	A	INSTRUCTOR	5.391	6.7301	yeah I can see
0	A	INSTRUCTOR	8.3692	10.3794	press okay to continue to the next turn yes
1	A	INSTRUCTOR	12.3418	24.6425	uh so it's pink like eh like a raspberry pink it has four pieces uh four part it's like a uh like a tes- okay
1	B	MANIPULATOR	24.0377	25.6081	I guess it's this
1	A	INSTRUCTOR	25.8602	26.4458	okay
1	A	INSTRUCTOR	27.3017	27.7222	next
2	B	INSTRUCTOR	29.9818	30.4948	BREATH
2	B	INSTRUCTOR	30.5752	35.0048	'kay it's eh blue it looks like a cotton you know eh the
2	B	INSTRUCTOR	34.4706	58.4575	yeah they they're different yeah and different size
2	A	MANIPULATOR	34.8246	36.3262	it's it like a dark blue
2	B	INSTRUCTOR	36.5064	43.5962	no it's light blue and it has uh triangle but the biggest on the bottom instead of up
2	A	MANIPULATOR	43.8641	45.7861	so it's like eh
2	B	INSTRUCTOR	46.1315	47.0174	it's a
2	A	MANIPULATOR	46.9874	48.1436	like one triangle
2	B	INSTRUCTOR	48.7442	53.408	yes i- it's one triangle and on top of this another s- small triangle
2	A	MANIPULATOR	53.5493	56.567	eh but they look different uh opposite
2	A	MANIPULATOR	57.9939	58.3393	okay
2	A	MANIPULATOR	59.946	60.1862	yeah
2	A	MANIPULATOR	61.278	62.5615	um CLICK BREATH
3	A	INSTRUCTOR	62.7473	67.2059	uh CLICK it is also blue it's like a huge piece BREATH
3	A	INSTRUCTOR	67.296	70.3641	well it's kind of like a mm
3	A	INSTRUCTOR	70.8201	82.7958	um so on a on o- upper part uh it's left it's like a square then it goes uh on its right sided goes like GROAN
3	B	MANIPULATOR	82.9201	84.5568	yeah o- okay I think I understand
3	A	INSTRUCTOR	84.1514	87.7256	BREATH okay now was wrong wi- but okay
3	B	MANIPULATOR	87.2446	88.1306	no okay LAUGHTER
3	B	MANIPULATOR	88.9564	91.4919	okay do you mean it's like a is it light blue
