ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	A	INSTRUCTOR	1.8959	2.3328	yes
0	B	MANIPULATOR	3.9206	5.9904	now s- something is happening
0	A	INSTRUCTOR	4.3681	5.7587	fantastic
0	A	INSTRUCTOR	6.0997	7.3252	BREATH okay
0	A	INSTRUCTOR	8.1723	10.9269	press okay to continue to the next turn
0	B	MANIPULATOR	8.6199	10.2918	BREATH oh it's uh
1	B	MANIPULATOR	11.6462	13.7892	very small but I can BREATH
1	A	INSTRUCTOR	12.1044	12.488	okay
1	A	INSTRUCTOR	13.1327	13.5217	so
1	A	INSTRUCTOR	13.9852	17.8161	I start to tell you you have to take I because I have the selection
1	B	MANIPULATOR	16.1218	16.3668	ah
1	A	INSTRUCTOR	17.9439	21.3066	BREATH it's the shape to the left the yellow one
1	B	MANIPULATOR	18.2103	20.1711	BREATH right SNIFF
1	B	MANIPULATOR	20.7625	21.5936	BREATH
1	A	INSTRUCTOR	22.6912	26.4155	the le- left at the in the middle of the screen there is a yellow to the left
1	B	MANIPULATOR	23.0429	25.0782	all the way to the l- BREATH
1	B	MANIPULATOR	26.3409	28.3416	y- yeah BREATH
1	A	INSTRUCTOR	27.4065	28.9848	that one excellent
1	B	MANIPULATOR	29.8148	30.8742	BREATH
1	A	INSTRUCTOR	30.9763	31.9596	now it's your turn
1	B	MANIPULATOR	31.5837	33.3264	okay now it's my turn
2	B	INSTRUCTOR	33.667	39.0802	and there's a a blue s- a blue shape up at the top left corner
2	A	MANIPULATOR	39.2934	39.709	yeah
2	B	INSTRUCTOR	40.9877	41.6076	BREATH
2	A	MANIPULATOR	41.0942	41.6377	okay
2	B	INSTRUCTOR	42.9377	44.4618	okay BREATH SNIFF
2	A	MANIPULATOR	44.6321	45.3864	good
3	A	INSTRUCTOR	46.5768	49.374	now it's um
3	A	INSTRUCTOR	50.3544	60.18	yeah if you see that it has columns the last column to the right the previous column has a green uh the second green one down so it's
3	B	MANIPULATOR	54.2811	54.6381	yes
3	B	MANIPULATOR	56.098	56.3164	yeah
3	B	MANIPULATOR	61.1756	62.9136	oh it's kind of like light green
3	A	INSTRUCTOR	61.2395	61.8896	um
3	A	INSTRUCTOR	62.2092	63.9186	like a human pe- yeah
3	B	MANIPULATOR	63.5568	65.0844	BREATH green blue
3	A	INSTRUCTOR	64.4577	64.7987	like
3	A	INSTRUCTOR	65.2142	72.2845	like uh GROAN green blue GROAN yeah it's it's like a person with a nose sticking out LAUGHTER
3	B	MANIPULATOR	66.1296	66.813	BREATH
3	B	MANIPULATOR	68.0647	70.3908	is it it's uh BREATH
3	B	MANIPULATOR	71.6345	72.8067	yeah yeah okay I got it
3	A	INSTRUCTOR	72.4071	74.0694	LAUGHTER that one yeah
