ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	1.5882	2.0948	yeah
0	A	INSTRUCTOR	3.2326	3.5948	wait
0	B	MANIPULATOR	5.1447	6.1182	yeah I think so too
0	A	INSTRUCTOR	5.2412	5.7894	here it's a bit like
0	A	INSTRUCTOR	5.8393	6.9033	fungerar det fort det där
0	A	INSTRUCTOR	6.9914	8.2001	if hard it's gonna be stressful
0	B	MANIPULATOR	8.213	8.8115	yeah
0	A	INSTRUCTOR	8.4495	8.7986	SNIFF
0	B	MANIPULATOR	10.8066	12.6354	fun as well I I think
0	A	INSTRUCTOR	12.0905	12.3565	n-
0	A	INSTRUCTOR	13.0049	14.6674	do we start now or
0	B	MANIPULATOR	15.096	16.293	can we start okay
0	A	INSTRUCTOR	16.6625	17.1613	'kay
1	A	INSTRUCTOR	17.9925	20.6194	okay I see a shape it's the top right shape
1	A	INSTRUCTOR	21.1514	21.7167	take that one
1	B	MANIPULATOR	25.3373	25.7696	okay
1	A	INSTRUCTOR	26.0726	26.7043	yes
2	B	INSTRUCTOR	30.2585	33.5504	okay I see a shape it's the middle bottom one that's blue
2	A	MANIPULATOR	35.3496	36.2141	I clicked it
3	A	INSTRUCTOR	41.5011	41.9998	yes
3	A	INSTRUCTOR	41.9998	46.6217	and now it's the one just up left from that one green
3	B	MANIPULATOR	48.1476	48.8126	CLICK ah okay
4	B	INSTRUCTOR	52.8692	56.5934	okay now it's the middle one it's the red V
4	A	MANIPULATOR	58.5256	59.1906	got it
5	A	INSTRUCTOR	61.3852	70.1635	now it's the to far left it's eh second from the bottom like blueish under the purple one
5	B	MANIPULATOR	70.2263	70.7583	oh
6	B	INSTRUCTOR	74.2164	77.076	okay now it's the top right one the blue
6	A	MANIPULATOR	76.3482	76.9467	blue
6	B	INSTRUCTOR	77.209	77.5748	yeah
6	A	MANIPULATOR	78.2768	78.8753	got it
6	A	MANIPULATOR	80.2053	80.6376	NOISE
7	A	INSTRUCTOR	81.0366	84.7275	now it's the one furthest to the right pink
7	B	MANIPULATOR	85.5551	86.0538	ah
7	A	INSTRUCTOR	89.0834	90.0144	we can do it
8	B	INSTRUCTOR	90.3432	94.5329	okay now it's the small light blue in the mi- almost middle
8	A	MANIPULATOR	94.8358	96.5649	is it the t- the smaller one
8	B	INSTRUCTOR	96.2287	97.4257	it's it yeah
8	A	MANIPULATOR	98.6929	99.092	got it
9	A	INSTRUCTOR	101.0205	103.0156	now it's the the red V again
9	B	MANIPULATOR	103.4774	103.8432	ah
10	B	INSTRUCTOR	107.7003	111.2582	okay now it's the CLICK right bottom
10	B	INSTRUCTOR	112.0894	112.7877	eh
10	A	MANIPULATOR	113.7557	114.1879	color
10	B	INSTRUCTOR	114.3838	115.5808	blue purple
10	B	INSTRUCTOR	115.8801	117.9084	above the light blue
10	A	MANIPULATOR	116.9145	117.7458	above the
10	A	MANIPULATOR	118.0118	118.7766	okay got it
11	A	INSTRUCTOR	121.5364	125.4601	now it's the the green one sort of next to that one
11	A	INSTRUCTOR	126.2581	128.8517	eh to the left of that one in the bottom
11	B	MANIPULATOR	127.917	130.045	that looks like a chicken
11	A	INSTRUCTOR	131.0463	131.6115	eh
11	A	INSTRUCTOR	132.0438	134.1054	it's green on the bottom yeah
11	B	MANIPULATOR	132.3726	133.2704	ah left to
11	B	MANIPULATOR	133.8024	135.1324	oh like a rock
11	A	INSTRUCTOR	134.3714	135.5019	oh yeah not the chicken
11	B	MANIPULATOR	135.731	136.1965	okay
12	B	INSTRUCTOR	139.7543	144.8085	CLICK okay now it's the top left one that looks like a man yeah LAUGHTER
12	A	MANIPULATOR	143.1497	143.8812	a guy in a hat
13	A	INSTRUCTOR	148.0043	152.6262	now it's the one to the top eh no bottom right the turquoise not the chicken
13	B	MANIPULATOR	152.8553	153.2875	ah
14	B	INSTRUCTOR	156.9119	160.3035	okay now it's the middle bottom red V
14	A	MANIPULATOR	160.939	161.3047	'kay
15	A	INSTRUCTOR	164.1311	167.1237	now it's the top right a blue bat
15	B	MANIPULATOR	167.9513	168.4833	ah
15	B	MANIPULATOR	168.583	168.9488	LAUGHTER
15	B	MANIPULATOR	169.3478	169.8133	BREATH
16	B	INSTRUCTOR	171.8749	175.1668	now it's the kind of
16	B	INSTRUCTOR	176.5966	180.6864	left middle yellow uh house cave
16	A	MANIPULATOR	180.5239	181.3219	a I got it
16	B	INSTRUCTOR	181.3515	182.748	yeah LAUGHTER
16	A	MANIPULATOR	182.6519	184.514	it's the only yellow one almost
17	B	MANIPULATOR	184.7098	185.4081	ah hah LAUGHTER yeah
17	A	INSTRUCTOR	185.6778	187.6396	and now it's the it's
17	A	INSTRUCTOR	188.5706	192.0953	there's the yellow one it's in the bottom middle but
17	A	INSTRUCTOR	192.7935	198.6457	just above to the right there's a blueish purplish thing that one
17	B	MANIPULATOR	197.2122	197.6445	mm-hmm
17	B	MANIPULATOR	199.041	199.4401	oh
18	B	INSTRUCTOR	202.9979	206.057	okay now it's the top middle green rock
18	A	MANIPULATOR	206.1272	206.5595	got it
19	A	INSTRUCTOR	209.3858	213.3095	now it's the mountain in the top left pink
19	B	MANIPULATOR	212.9068	213.3058	ah
20	B	INSTRUCTOR	216.9966	225.3427	okay now it's the left uh bottom eh kind of pink spikes the smaller one
20	A	MANIPULATOR	225.6456	225.9781	got it
21	A	INSTRUCTOR	229.3365	235.3882	now it's the NOISE same this blueish purplish one again next to the blue guy with the hat
21	B	MANIPULATOR	235.5175	235.9165	ad
22	B	INSTRUCTOR	238.9756	242.3007	okay now it's the top right green rock
22	A	MANIPULATOR	242.5372	243.0359	got it
23	A	INSTRUCTOR	245.031	256.1369	now it's the one next to that like a yellow chicken yellow swan in- where it used to be in the top
23	B	MANIPULATOR	253.0741	255.0691	oh the if is
23	A	INSTRUCTOR	258.8302	260.3099	yellow shape in the top
23	B	MANIPULATOR	259.0925	262.9663	oh top mi- top middle above the guy with the hat
23	A	INSTRUCTOR	261.058	261.3573	yeah
24	B	INSTRUCTOR	267.2058	271.146	ah now it's the left middle kind of purple
24	B	INSTRUCTOR	271.6947	273.2409	next to the pink eh cave
24	A	MANIPULATOR	273.6103	275.4558	so it's uh upside down
24	B	INSTRUCTOR	275.8012	276.2335	yeah
24	A	MANIPULATOR	276.553	276.8024	ah
