ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
0	B	MANIPULATOR	0.0	0.7702	START_SIGNAL
0	A	INSTRUCTOR	0.2742	1.0444	START_SIGNAL
0	A	INSTRUCTOR	2.6052	3.38	oh okay
0	B	MANIPULATOR	6.5189	8.1678	yes tell me the color
1	A	INSTRUCTOR	11.1676	14.5846	light blue directly in the middle of the eh screen
1	B	MANIPULATOR	14.8429	15.8561	okay like a bird
1	A	INSTRUCTOR	15.9554	16.3527	yeah
1	B	MANIPULATOR	16.8494	17.7434	okay I have it
2	B	INSTRUCTOR	23.5841	30.7956	okay it's eh the light blue at the right corner above
2	A	MANIPULATOR	30.0804	32.0074	like like a arrow
2	B	INSTRUCTOR	32.8617	34.7291	yeah yeah
3	A	INSTRUCTOR	40.0931	45.2981	it's the in the left up corner purple
3	B	MANIPULATOR	45.3576	46.3112	oh the bird again
3	A	INSTRUCTOR	46.2516	46.7483	yeah
3	B	MANIPULATOR	47.1059	47.7615	nice
3	B	MANIPULATOR	48.8541	49.6091	mm-hmm
4	A	MANIPULATOR	50.6421	51.3176	BREATH
4	B	INSTRUCTOR	50.9401	52.6287	okay it's the big red one
4	A	MANIPULATOR	53.5823	55.9663	the the arrow in two sides
4	B	INSTRUCTOR	56.0656	56.4431	yeah
5	A	INSTRUCTOR	62.3235	68.3033	it's the purple bird in the white up corner
5	B	MANIPULATOR	71.1442	75.9519	in the right up corner there's no ah purple yeah I have it I have it now
5	B	MANIPULATOR	77.3425	78.2564	okay
6	B	INSTRUCTOR	79.349	82.1105	it's again the big eh red
6	A	MANIPULATOR	82.1105	82.5873	okay
6	B	INSTRUCTOR	82.7462	84.4746	LAUGHTER
7	A	INSTRUCTOR	88.8452	94.2488	it's the mountains the pink mountains directly in the first row
7	B	MANIPULATOR	94.1892	95.0435	the three
7	A	INSTRUCTOR	95.1428	96.3547	yeah the third one
8	B	INSTRUCTOR	100.0299	108.9301	okay it's the light green on the left the big thing I don't know oh yellow
8	A	MANIPULATOR	106.9633	109.8042	you mean the like a house like a house
8	B	INSTRUCTOR	109.387	110.4598	yes yes
8	A	MANIPULATOR	110.9565	111.2743	yeah
8	B	INSTRUCTOR	111.3538	112.3074	LAUGHTER
8	A	MANIPULATOR	111.6915	113.8172	LAUGHTER
9	A	INSTRUCTOR	117.274	121.4459	eh it's the again the purple bird on the right side
9	B	MANIPULATOR	122.3002	123.3134	yeah I have it
